"","HCI_CODE","HCI_NAME","LICENCE_TYPE","HCI_TEL","POSTAL_CD","ADDR_TYPE","BLK_HSE_NO","FLOOR_NO","UNIT_NO","STREET_NAME","BUILDING_NAME","CLINIC_PROGRAMME_CODE","X_COORDINATE","Y_COORDINATE","INC_CRC","FMEL_UPD_D","LONGITUDE","LATITUDE","ADDRESS"
"511","14M0014","LC Clinic Medical Surgery Aesthetics","MC","64640932","120446","A","446","01","191","CLEMENTI AVENUE 3","","CDMP,CHAS","20388.75098162","32756.64709195","DB93E73729F8AA0D","20200902122251",103.7649879,1.3126088,"446 Clementi Avenue 3, #01-191, Singapore 120446"
"512","9401990","LEE & KOH FAMILY CLINIC","MC","66653323","650359","A","359","01","389","BUKIT BATOK ST 31","","CDMP,CHAS","18864.57612114","38156.14141732","A60EF7744D2AB744","20200902122251",103.7512281,1.3613129,"359 Bukit Batok St 31, #01-389, Singapore 650359"
"513","9402188","LEE & TAN FAMILY CLINIC AND SURGERY","MC","67456877","370072","A","72","01","03","CIRCUIT RD","","CDMP,CHAS,ISP","34079.2484103","34087.32908418","AD42846BED831656","20200902122251",103.8878925,1.3244995,"72 Circuit Rd, #01-03, Singapore 370072"
"514","9400915","LEE CLINIC","MC","64473777","427678","A","467C","","","JOO CHIAT ROAD","","CHAS","35951.90864655","32102.36112881","77EAC3F51AA36C96","20200902122251",103.9046677,1.3065971,"467c Joo Chiat Road, Singapore 427678"
"515","9400920","LEE CLINIC","MD","62418827","460123","A","123","01","156","BEDOK NORTH ST 2","","CDMP,CHAS","39576.89557166","34601.79793826","4F4C861CEA778847","20200902122251",103.9372849,1.3292647,"123 Bedok North St 2, #01-156, Singapore 460123"
"516","9400921","LEE CLINIC AND SURGERY","MC","64539428","560505","A","505","01","2684","ANG MO KIO AVE 8","","CDMP,CHAS,ISP","29881.46507631","39650.52592287","CA38EB77A45B55C9","20200902122251",103.8502032,1.3748745,"505 Ang Mo Kio Ave 8, #01-2684, Singapore 560505"
"517","9405271","LEE FAMILY CLINIC PTE. LTD.","MC","67940217","640762","A","762","02","262","JURONG WEST STREET 75","GEK POH SHOPPING CENTRE","CDMP,CHAS","12910.720738","36763.1478772","73068DF302B9EA5F","20200902122251",103.6976086,1.3489162,"762 Jurong West Street 75, #02-262, Singapore 640762"
"518","9403734","LEONG CLINIC","MC","64760572","152063","","63B","01","366","LENGKOK BAHRU","","CDMP,CHAS,ISP","25996.73662707","30164.89801719","51486FD4DAC7971E","20200902122251",103.8155303,1.2893639,"63b Lengkok Bahru, #01-366, Singapore 152063"
"519","9400939","LER CLINIC & SURGERY","MC","67886279","520835","A","835","01","10","TAMPINES ST 83","","CDMP,CHAS,ISP","39189.48314738","37027.75997394","D054714D66D67910","20200902122251",103.9338631,1.351148,"835 Tampines St 83, #01-10, Singapore 520835"
"520","17C0037","LIANG CLINIC","MC","62415944","455871","B","55","B1","15/16","SIGLAP ROAD","SIGLAP CENTRE","CHAS","38001.34680188","32766.80411925","867770BE7D134A99","20200902122251",103.9231451,1.3125941,"55 Siglap Road, #B1-15/16, Singapore 455871"
"521","9400952","LIEW CLINIC & SURGERY","MC","62707471","151116","A","116","01","223","BT MERAH VIEW","","CDMP,CHAS","26688.27699966","29729.14090343","C49F18FAE1AF7C71","20200902122251",103.821393,1.2851531,"116 Bt Merah View, #01-223, Singapore 151116"
"522","15C0418","LIFE FAMILY CLINIC","MC","64563535","560713","A","713","01","4052","ANG MO KIO AVE 6","","CDMP,CHAS","29468.74855711","39274.38762637","5B3DD6DE2AE2466B","20200902122251",103.8465116,1.3714641,"713 Ang Mo Kio Ave 6, #01-4052, Singapore 560713"
"523","16M0326","LIFE FAMILY CLINIC","MC","67669119","689810","B","10","01","28/29","CHOA CHU KANG AVENUE 4","CHOA CHU KANG MRT STATION","CDMP,CHAS","18099.18498588","40809.01940932","027C05707E840D92","20200902122251",103.7443487,1.3852487,"10 Choa Chu Kang Avenue 4, #01-28/29, Singapore 689810"
"524","9400956","LIFE-LINK CLINIC & SURGERY","MD","65834402","510446","A","446","01","120","PASIR RIS DR 6","","CDMP,CHAS,ISP","41845.14385673","39147.37166485","B50BD3873832AA62","20200902122251",103.9572734,1.3704673,"446 Pasir Ris Dr 6, #01-120, Singapore 510446"
"525","9403153","LIFECARE FAMILY CLINIC","MD","67698588","671524","A","524A","02","15","JELAPANG ROAD","GREENRIDGE SHOPPING CENTRE","CDMP,CHAS,ISP","20533.72990182","40816.74398038","E64094C33783AA9F","20200902122251",103.7663006,1.3853755,"524a Jelapang Road, #02-15, Singapore 671524"
"526","9400957","LIFECARE FAMILY CLINIC & SURGERY","MC","67580453","760102","A","102","01","133","YISHUN AVE 5","","CDMP,CHAS","27493.03067917","45816.02079908","DF4D9A0341E8B49C","20200902122251",103.8288264,1.4310962,"102 Yishun Ave 5, #01-133, Singapore 760102"
"527","9400958","LIFECARE FAMILY CLINIC & SURGERY","MD","62822482","530106","A","106","01","1221","HOUGANG AVE 1","","CDMP,CHAS","34383.76324398","37311.18813248","A919AA11049C5B73","20200902122251",103.8908968,1.3539646,"106 Hougang Ave 1, #01-1221, Singapore 530106"
"528","9402749","LIFECARE MEDICAL CENTRE","MC","67461533","370036","","36","01","416","CIRCUIT ROAD","","CDMP,CHAS","33966.49096948","34582.53288118","FC1DCF44E4DEFAEF","20200902122251",103.8868902,1.3290644,"36 Circuit Road, #01-416, Singapore 370036"
"529","9403529","HEALTHLINK MEDICAL CLINIC & SURGERY","MC","62890885","360005","A","5","01","46","UPPER ALJUNIED LANE","","CDMP,CHAS,ISP","33183.85537693","35102.5044547","015DBCF53EB773C3","20200902122251",103.879825,1.3337035,"5 Upper Aljunied Lane, #01-46, Singapore 360005"
"530","9404665","HEALTHMARK CLINIC (PASIR RIS)","MC","65827823","510735","A","735","01","314","PASIR RIS STREET 72","PASIR RIS WEST PLAZA","CDMP,CHAS,ISP","39491.10551201","40182.4558622","87A02A961682F678","20200902122251",103.9363331,1.3797473,"735 Pasir Ris Street 72, #01-314, Singapore 510735"
"531","9400653","HEALTHPLUS CLINIC & SURGERY","MC","64460529","470631","","631","01","898","BEDOK RESERVOIR ROAD","","CDMP,CHAS","37083.81960926","35017.52690881","DCE856F0B07C8668","20200902122251",103.9145386,1.3331628,"631 Bedok Reservoir Road, #01-898, Singapore 470631"
"532","9403012","HEALTHPLUS FAMILY CLINIC & SURGERY","MC","62733327","101078","A","78A","01","02","TELOK BLANGAH ST 32","","CDMP,CHAS","25291.36790237","28430.25518595","64F76E0660EE7D4F","20200902122251",103.8090239,1.273512,"78a Telok Blangah St 32, #01-02, Singapore 101078"
"533","9400654","HEALTHPOINT FAMILY CLINIC & SURGERY PTE LTD","MC","64740408","142048","A","48","01","337","TANGLIN HALT RD","","CDMP,CHAS","24027.7538598","31460.18617292","99CA26CF841DD968","20200902122251",103.7976002,1.3008629,"48 Tanglin Halt Rd, #01-337, Singapore 142048"
"534","17C0097","HEALTHSPRINGS MEDICAL ASSOCIATES","MC","67345260","238881","B","541","10","02","ORCHARD RD","LIAT TOWERS","CDMP,CHAS","27711.08928516","31935.43304727","5447ECEBAE91AFA3","20200902122251",103.8305934,1.3051935,"541 Orchard Rd, #10-02, Singapore 238881"
"535","9400661","HEALTHWAY MEDICAL","MC","67537626","760417","A","417","01","321","YISHUN AVE 11","","CDMP,CHAS","29447.87599768","45126.78445568","14FA34FE5FC910E8","20200902122251",103.8465798,1.4237973,"417 Yishun Ave 11, #01-321, Singapore 760417"
"536","9400662","HEALTHWAY MEDICAL","MD","67494062","410110","A","110","01","231","LENGKONG TIGA","","CDMP,CHAS,ISP","36628.87652865","33988.52548654","CBBC2F7EFBF67B98","20200902122251",103.9111765,1.3241497,"110 Lengkong Tiga, #01-231, Singapore 410110"
"537","9401131","HEALTHWAY MEDICAL","MD","65530100","560330","A","330","01","1803","ANG MO KIO AVE 1","","CDMP,CHAS,ISP","29971.14950555","38276.31633023","D0B471936134ED6A","20200902122251",103.8510185,1.3623423,"330 Ang Mo Kio Ave 1, #01-1803, Singapore 560330"
"538","9405200","HEALTHWAY MEDICAL","MC","65556674","750406","A","406","01","820","SEMBAWANG DR","","CDMP,CHAS","26181.50983404","48283.12065679","722F0AA8B5A61AD0","20200902122251",103.8171431,1.4529679,"406 Sembawang Dr, #01-820, Singapore 750406"
"539","12C0056","HEALTHWAY MEDICAL","MD","65606127","608532","B","3","04","32","Gateway Drive","Westgate","CDMP,CHAS","17922.48591491","35150.06496127","4CC62B25EA2BF46B","20200902122251",103.7427835,1.3343784,"3 Gateway Drive, #04-32, Singapore 608532"
"540","14M0084","HEALTHWAY MEDICAL","MC","68537101","760748","A","748","01","230","YISHUN STREET 72","","CDMP,CHAS,ISP","28014.6786147","45473.3129155","7A713251BD2730DC","20200902122251",103.83343,1.4278372,"748 Yishun Street 72, #01-230, Singapore 760748"
"541","9405301","HEALTHWAY MEDICAL CLINIC","MD","67622555","680534","A","534","01","37","CHOA CHU KANG ST 51","LIMBANG SHOPPING CENTRE","CDMP,CHAS","17969.98146638","41572.79901659","A995DDAF1D73D40F","20200902122251",103.742761,1.3923646,"534 Choa Chu Kang St 51, #01-37, Singapore 680534"
"542","9403833","HEALTHWERKZ MEDICAL CENTRE @ SEMB MRT","MC","00","759775","B","11","01","09","CANBERRA ROAD","SEMBAWANG MRT","CDMP,CHAS","26533.37620413","47851.53089956","9995275E4D3B20A9","20200902122251",103.8198723,1.4490229,"11 Canberra Road, #01-09, Singapore 759775"
"543","9400664","HEALTHWISE MEDICAL CLINIC & SURGERY","MC","62412889","390041","A","41","01","07","JALAN TIGA","","CDMP,CHAS,ISP","33725.37978281","32238.48221438","03E3B0FF077FC3C9","20200902122251",103.8847001,1.307978,"41 Jalan Tiga, #01-07, Singapore 390041"
"544","9405125","HK FAMILY CLINIC & SURGERY PTE LTD","MC","65528757","560410","A","410","01","817","ANG MO KIO AVE 10","","CDMP,CHAS","30373.37795651","38307.67374948","010CADA3C14401C5","20200902122251",103.854642,1.3626873,"410 Ang Mo Kio Ave 10, #01-817, Singapore 560410"
"545","9403532","HL CLINIC PTE LTD","MC","62721986","090009","A","9","01","135","TELOK BLANGAH CRESCENT","","CDMP,CHAS,ISP","26451.91488991","28874.79543296","B65FED7D5AC461F8","20200902122251",103.819242,1.2774308,"9 Telok Blangah Crescent, #01-135, Singapore 090009"
"546","9405544","HL FAMILY CLINIC & SURGERY PTE LTD","MD","62785966","160111","A","111","01","1704","JALAN BUKIT MERAH","","CDMP,CHAS","27206.18559822","29196.92744389","C771C5C3324F4EBA","20200902122251",103.8263755,1.2802655,"111 Jalan Bukit Merah, #01-1704, Singapore 160111"
"547","9404918","HL FAMILY CLINIC & SURGERY(BEDOK) PTE LTD","MC","64420494","460089","A","89","01","83","BEDOK NORTH STREET 4","","CDMP,CHAS","39655.66709124","34948.56430444","231DD4C8F8ED8F91","20200902122251",103.9380402,1.332718,"89 Bedok North Street 4, #01-83, Singapore 460089"
"548","9405674","HO MEDICAL CENTRE PTE LTD","MC","64748923","120352","A","352","01","115","CLEMENTI AVENUE 2","","CDMP,CHAS,ISP","21103.55269318","32951.85346104","73A93D63F6D35856","20200902122251",103.7715967,1.3146209,"352 Clementi Avenue 2, #01-115, Singapore 120352"
"549","9405449","HO MEDICAL CLINIC","MC","65358678","058357","B","101","03","09","UPPER CROSS ST","PEOPLE'S PARK CTR","CHAS","29186.5407734","29799.44704306","3258C4F46E8562A2","20200902122251",103.8439529,1.2857619,"101 Upper Cross St, #03-09, Singapore 058357"
"550","9400688","HO TONG CLINIC","MC","67456517","370035","A","35","01","448","CIRCUIT RD","","CDMP,CHAS","33864.05049199","34597.22804781","636CACB35E790EAA","20200902122251",103.8859897,1.3291935,"35 Circuit Rd, #01-448, Singapore 370035"
"551","9400691","HONG ASSOCIATES CLINIC","MC","62702233","160111","","111","01","1682","JLN BUKIT MERAH","","CDMP,CHAS,ISP","27206.18559822","29196.92744389","C771C5C3B2A12FE2","20200902122251",103.8263755,1.2802655,"111 Jln Bukit Merah, #01-1682, Singapore 160111"
"552","9401982","HONG FAMILY CLINIC","MC","67843300","520282","","282","01","300","TAMPINES ST 22","","CDMP,CHAS","41256.5426872","36653.64079409","BD3CCDA88D8907BE","20200902122251",103.9524233,1.3477639,"282 Tampines St 22, #01-300, Singapore 520282"
"553","9400696","HONG'S CLINIC PEOPLE'S PARK CENTRE","MD","65352169","058357","B","101","B1","37","UPPER CROSS STREET","PEOPLE'S PARK CENTRE","CDMP,CHAS","29186.5407734","29799.44704306","3258C4F404C4896E","20200902122251",103.8439529,1.2857619,"101 Upper Cross Street, #B1-37, Singapore 058357"
"554","9402058","HOPE FAMILY CLINIC AND SURGERY","MC","63691328","730883","B","883","02","466A","WOODLANDS ST 82","WOODLANDS NORTH PLAZA","CDMP,CHAS","23240.30157166","47157.89552847","32D427F126733E5A","20200902122251",103.7906912,1.4427059,"883 Woodlands St 82, #02-466a, Singapore 730883"
"555","18M0269","HOUGANG FAMILY MEDICINE CLINIC","MC","63153323","538776","B","51","02","01","HOUGANG AVENUE 9","","CDMP,CHAS,ISP","33521.35329301","39701.75151905","773AC33325E3E778","20200902122251",103.882957,1.375161,"51 Hougang Avenue 9, #02-01, Singapore 538776"
"556","9402021","PRINCETON FAMILY CLINIC PTE LTD.","MC","67622278","670445","B","445","01","546","FAJAR RD","FAJAR SHOPPING CENTRE","CDMP,CHAS","21038.95049455","40614.90347463","2B4E2DF94A61778A","20200902122251",103.7710299,1.383602,"445 Fajar Rd, #01-546, Singapore 670445"
"557","9402193","PRO-LIFE MEDICAL ASSOCIATES","MD","67646717","680253","A","253","01","20","CHOA CHU KANG AVE 1","","CDMP,CHAS","18103.75914412","39927.84273336","54E0F26F09EA736D","20200902122251",103.744394,1.3774405,"253 Choa Chu Kang Ave 1, #01-20, Singapore 680253"
"558","14M0372","PROCROSS MEDICAL CENTRE","MC","67022848","530449","A","449","B1","509","HOUGANG AVENUE 10","","CDMP,CHAS","34881.46499714","40084.20072043","0BEB473ABE104F35","20200902122251",103.8951804,1.3788331,"449 Hougang Avenue 10, #B1-509, Singapore 530449"
"559","9403156","PROHEALTH 24-HOUR MEDICAL CLINIC","MC","67652115","671259","A","259","01","18","BUKIT PANJANG RING RD","","CDMP,CHAS,ISP","21321.80032273","39892.01061646","1BA26C1AFF248A89","20200902122251",103.7730453,1.3773085,"259 Bukit Panjang Ring Rd, #01-18, Singapore 671259"
"560","9405549","PROHEALTH MEDICAL GROUP @ BUANGKOK PTE LTD","MC","64818066","544275","A","275D","01","01(UNIT 12)","COMPASSVALE LINK","","CDMP,CHAS","34721.18636788","40540.20505707","07C5FB43AB8E608C","20200902122251",103.8940203,1.3825,"275d Compassvale Link, #01-01(Unit 12), Singapore 544275"
"561","11C0045","PROHEALTH MEDICAL GROUP @LRT FERNVALE PTE LTD","MC","64411672","790437","A","437","01","04","FERNVALE ROAD","FERNVALE GROVE","CDMP,CHAS","32786.64926224","41606.70796634","36D1E862FE384ED6","20200902122251",103.8761231,1.3926519,"437 Fernvale Road, #01-04, Singapore 790437"
"562","16M0134","PROVIDENCE CLINIC @ BALESTIER","MC","62550063","329802","B","400","01","45","BALESTIER ROAD","BALESTIER PLAZA","CDMP,CHAS","29900.47470187","34217.42796091","2F9054F69ED00737","20200902122251",103.8504175,1.3257437,"400 Balestier Road, #01-45, Singapore 329802"
"563","9402711","PSALMS FAMILY CLINIC","MC","67583309","760293","","293","01","217","YISHUN ST 22","","CDMP,CHAS","28477.03965168","46423.73526203","1AEF2C4606F067AD","20200902122251",103.8379745,1.4363967,"293 Yishun St 22, #01-217, Singapore 760293"
"564","9401348","PUBLIC MEDICAL CLINIC & SURGERY","MC","67556539","760664","","664","01","275","YISHUN AVE 4","","CDMP,CHAS","28863.13771903","44664.00332935","AB0EF82E1AB464E7","20200902122251",103.8410543,1.4202366,"664 Yishun Ave 4, #01-275, Singapore 760664"
"565","19M0099","PULSE CLINIC PTE LTD","MC","62724145","160038","A","38","01","32","BEO CRESCENT","THE BEO CRESCENT","CHAS","27329.07279488","30107.26714057","3290DCDE727B7430","20200902122251",103.8271961,1.2886331,"38 Beo Crescent, #01-32, Singapore 160038"
"566","9403754","PUNGGOL FAMILY CLINIC PTE. LTD.","MD","63439989","820322","A","322","01","03","SUMANG WALK","MULTI STOREY CAR PARK","CDMP,CHAS","35142.6434938","43674.14152763","4DBD40C42AD67E98","20200902122251",103.8973937,1.4109454,"322 Sumang Walk, #01-03, Singapore 820322"
"567","16M0331","Pacific Medical Clinic","MC","68836955","238859","B","290","12","01","ORCHARD ROAD","PARAGON","CHAS","28282.56373985","31801.09362603","D212475815B41393","20200902122251",103.8361743,1.3043349,"290 Orchard Road, #12-01, Singapore 238859"
"568","17M0393","PanCare Medical Clinic","MC","62583186","560133","A","133","01","1643","ANG MO KIO AVENUE 3","KEBUN BARU SPRING","CHAS","29037.82405989","39239.17772841","3A98A8E08750E52D","20200902122251",103.8426375,1.3711623,"133 Ang Mo Kio Avenue 3, #01-1643, Singapore 560133"
"569","15M0216","PanHealth Family Clinic","MC","69660595","822312","A","312B","01","03","SUMANG LINK","","CDMP,CHAS","35489.11114525","43685.8789977","D23BB3986ECAB189","20200902122251",103.9006538,1.411233,"312b Sumang Link, #01-03, Singapore 822312"
"570","9401287","Pariqua Clinic","MC","62921351","330047","A","47","01","1463","Bendemeer Road","","CDMP,CHAS,ISP","31727.48618768","33960.10424331","39CF423E6C6A48AC","20200902122251",103.8666938,1.3232332,"47 Bendemeer Road, #01-1463, Singapore 330047"
"571","9404481","Parklane Medical Centre","MC","63346778","188307","B","35","02","25A","SELEGIE ROAD","PARKLANE SHOPPING MALL","CDMP,CHAS","29795.12752937","31444.27341611","CCF9AD7B0A9D0D0A","20200902122251",103.8493367,1.300661,"35 Selegie Road, #02-25a, Singapore 188307"
"572","9405609","Parkway Shenton Medical Group","MD","67739150","120451","A","451","01","309","CLEMENTI AVENUE 3","","CDMP,CHAS","20449.84920712","32753.32015626","2C4C81613C341E8A","20200902122251",103.7656225,1.3126424,"451 Clementi Avenue 3, #01-309, Singapore 120451"
"573","16M0030","Parkway Shenton Medical Group","MC","68488018","408600","","10","02","122","EUNOS ROAD 8","SINGAPORE POST CENTRE","CDMP,CHAS","34852.84368255","33473.55218624","D650F14622A358F4","20200902122251",103.8944605,1.3189418,"10 Eunos Road 8, #02-122, Singapore 408600"
"574","17M0215","Parkway Shenton Medical Group","MC","68449630","530205","B","205","03","20","HOUGANG STREET 21","HEARTLAND MALL - KOVAN","CHAS","33770.16819609","37956.79950336","6034C85F9AFCB198","20200902122251",103.8851289,1.359469,"205 Hougang Street 21, #03-20, Singapore 530205"
"575","17M0232","Parkway Shenton Medical Group","MC","62277777","486028","B","7","01","00","CHANGI BUSINESS PARK CRESCENT","STANDARD CHARTERED @ CHANGI","CHAS","42829.64725676","35225.23525669","1C02FECD46583C8D","20200902122251",103.9665354,1.3348765,"7 Changi Business Park Crescent, #01-00, Singapore 486028"
"576","18M0163","Parkway Shenton Medical Group","MC","62448324","820681","A","681","01","01","PUNGGOL DRIVE","","CHAS","36891.39544297","42737.97019535","19660BF32E2CD7BF","20200902122251",103.9129247,1.4026301,"681 Punggol Drive, #01-01, Singapore 820681"
"577","9404678","ParkwayHealth Primary Care Network","MC","65079710","049317","B","11","18","01/02","COLLYER QUAY","THE ARCADE","CHAS","30086.76100535","29561.65925073","7F4D5AE08A4B7FEE","20200902122251",103.8522914,1.2835611,"11 Collyer Quay, #18-01/02, Singapore 049317"
"578","11C0230","Parsons Medical Clinic Pte Ltd","MD","87770736","760779","A","779","01","1541","YISHUN AVENUE 2","","CDMP,CHAS","27993.62756498","44879.04228021","0D15B9AE46E309B8","20200902122251",103.833551,1.4223859,"779 Yishun Avenue 2, #01-1541, Singapore 760779"
"579","9404507","Peace Family Clinic (WL832)","MC","63634357","730832","A","832","01","71","WOODLANDS STREET 83","","CDMP,CHAS","23264.05264661","46816.88673816","1343C73E9E7770A4","20200902122251",103.7909231,1.4396238,"832 Woodlands Street 83, #01-71, Singapore 730832"
"580","20M0081","Peak Medical Clinic & Surgery","MC","65136326","522601","A","601B","01","05","TAMPINES AVENUE 9","TAMPINES GREENRIDGES","CHAS","39595.38001744","38105.26904852","CF8865CDB18C5021","20200902122251",103.937622,1.3609421,"601b Tampines Avenue 9, #01-05, Singapore 522601"
"581","11C0246","Phoenix Medical Group","MD","65553512","807011","B","1","02","11","SELETAR ROAD","GREENWICH V","CDMP,CHAS,ISP","31986.01387486","41036.67944349","614D6029E06A94A4","20200902122251",103.869409,1.3875841,"1 Seletar Road, #02-11, Singapore 807011"
"582","14M0281","Phoenix Medical Group (Hillview)","MC","67107151","667979","B","4","02","20","Hillview Rise","HillV2","CDMP,CHAS","20304.90085758","38303.24993232","E3E105471FBD30F2","20200902122251",103.7641958,1.3629411,"4 Hillview Rise, #02-20, Singapore 667979"
"583","9401176","New Town Clinic Pte Ltd","MC","64431784","461059","A","59","01","1224","New Upper Changi Road","","CDMP,CHAS","39949.99350973","34033.4911794","543A655F97A3BCDA","20200902122251",103.9406335,1.324054,"59 New Upper Changi Road, #01-1224, Singapore 461059"
"584","9404094","Northeast Medical Group","MC","67838638","529888","B","30","02","01","SIMEI STREET 3","SIMEI MRT STATION","CDMP,CHAS,ISP","41361.22817131","36149.75277961","6FB813B6638CC01A","20200902122251",103.9534205,1.3431473,"30 Simei Street 3, #02-01, Singapore 529888"
"585","9405180","Northeast Medical Group","MD","67867848","529538","B","20","01","25","TAMPINES CENTRAL 1","TAMPINES MRT STATION","CDMP,CHAS,ISP","40444.97320258","37267.02626646","8CEA09B7035871A8","20200902122251",103.9449445,1.3535537,"20 Tampines Central 1, #01-25, Singapore 529538"
"586","11C0051","Northeast Medical Group","MC","62661442","659958","B","10","01","01","BUKIT BATOK CENTRAL","BUKIT BATOK MRT STATION","CDMP,CHAS,ISP","18679.32231913","36794.92602143","925224904698C543","20200902122251",103.7496251,1.3490579,"10 Bukit Batok Central, #01-01, Singapore 659958"
"587","12C0213","Northeast Medical Group","MC","66943282","270025","A","25","01","10","GHIM MOH LINK","","CDMP,CHAS,ISP","22762.28747717","32273.86781798","1A708E36D4597FA3","20200902122251",103.7863546,1.3081715,"25 Ghim Moh Link, #01-10, Singapore 270025"
"588","18M0069","Norwood Medical Clinic","MC","69373576","735785","","785E","01","02","WOODLANDS RISE","","CHAS","24902.84751855","47605.78762173","58847C70DE8C58E0","20200902122251",103.805523,1.4469237,"785e Woodlands Rise, #01-02, Singapore 735785"
"589","11C0043","Novena Medical Center Family Clinic","MD","63977318","307506","B","10","11","19","SINARAN DRIVE","SQUARE 2","CDMP,CHAS","29206.6219764","33662.3806674","3F1CCCBC2973140C","20200902122251",103.8443689,1.3206513,"10 Sinaran Drive, #11-19, Singapore 307506"
"590","12C0110","NuHealth Medical Centre","MD","62199298","677899","B","1","01","23","WOODLANDS ROAD","Junction 10","CDMP,CHAS,ISP","19856.12663421","40254.6787219","59F141EBD8AF77A6","20200902122251",103.7603527,1.3801217,"1 Woodlands Road, #01-23, Singapore 677899"
"591","11C0174","Nyam Family Clinic","MD","64460069","469452","B","296","","","BEDOK ROAD","BEDOK SHOPPING COMPLEX","CDMP,CHAS","40827.705228","34863.16639679","7B903BBBB0980968","20200902122251",103.948781,1.3315946,"296 Bedok Road, Singapore 469452"
"592","15M0259","O2 Medical Clinic","MC","63849443","514527","A","527D","01","05","PASIR RIS STREET 51","","CDMP,CHAS","40754.02959588","39078.76752422","4513C83E063A843C","20200902122251",103.9478702,1.3696144,"527d Pasir Ris Street 51, #01-05, Singapore 514527"
"593","17M0133","OC MEDICAL RAFFLES PLACE","MC","65322692","048616","B","1","05","15/16","RAFFLES PLACE","ONE RAFFLES PLACE","CDMP,CHAS","29975.86934359","29642.3739446","7A53430ED9F6C655","20200902122251",103.8509818,1.2844024,"1 Raffles Place, #05-15/16, Singapore 048616"
"594","17M0380","OEI & KHO CLINIC AND SURGERY","MC","62501328","310018","","18","01","250","LORONG 7 TOA PAYOH","","CDMP,CHAS","30612.08008409","35326.77753176","D6B6EF30B0CC0212","20200902122251",103.8567256,1.3358021,"18 Lorong 7 Toa Payoh, #01-250, Singapore 310018"
"595","19M0109","OGL MEDICAL CENTERS","MC","69099910","307506","B","10","10","31","SINARAN DRIVE","SQUARE 2","CHAS","29206.6219764","33662.3806674","3F1CCCBC5E0C2989","20200902122251",103.8443689,1.3206513,"10 Sinaran Drive, #10-31, Singapore 307506"
"596","19M0256","OGL MEDICAL JURONG EAST","MC","69098767","600353","A","353","01","111","JURONG EAST STREET 31","YUHUA PLACE","CHAS","16567.20946064","36280.54548933","C67E60229A6EB9A1","20200902122251",103.7305931,1.3444416,"353 Jurong East Street 31, #01-111, Singapore 600353"
"597","19M0311","OGL MEDICAL QUEENSTOWN","MC","69098577","140158","A","158","01","92","MEI LING STREET","MEI LING HEIGHTS","CHAS","24604.28818307","30570.20299682","F03B704C6A485025","20200902122251",103.8027441,1.2926445,"158 Mei Ling Street, #01-92, Singapore 140158"
"598","19M0092","ONECARE CLINIC ALJUNIED MRT","MC","69045871","388310","B","81","01","03","LORONG 25 GEYLANG","ALJUNIED MRT STATION","CHAS","33525.0584877","33190.950495","EE644E8D549DCA7B","20200902122251",103.8833123,1.3165977,"81 Lorong 25 Geylang, #01-03, Singapore 388310"
"599","19M0175","ONECARE CLINIC AMK CHENG SAN PTE LTD","MC","63522639","560531","A","531","01","2447","ANG MO KIO AVENUE 10","CHENG SAN CENTRE","CHAS","30344.16408559","39481.06241341","84AE7FDE4473FEBF","20200902122251",103.8544609,1.3733106,"531 Ang Mo Kio Avenue 10, #01-2447, Singapore 560531"
"600","19M0217","ONECARE CLINIC BEDOK MRT","MC","69700813","467347","A","315","01","01","NEW UPPER CHANGI ROAD","BEDOK MRT STATION","CHAS","38754.52889189","34024.91259719","DD05C7304A116439","20200902122251",103.9300335,1.3239657,"315 New Upper Changi Road, #01-01, Singapore 467347"
"601","19M0205","ONECARE CLINIC CLEMENTI","MC","69709300","120449","A","449","01","241","CLEMENTI AVENUE 3","","CHAS","20375.64521708","32878.56976904","133E0B67AECF2081","20200902122251",103.7648974,1.3134143,"449 Clementi Avenue 3, #01-241, Singapore 120449"
"602","19M0208","ONECARE CLINIC FERNVALE","MC","69709302","790417","A","417","01","10","FERNVALE LINK","","CHAS","33181.0761404","41500.10176679","8A0DE484B74350CB","20200902122251",103.8797361,1.3916224,"417 Fernvale Link, #01-10, Singapore 790417"
"603","19M0187","ONECARE CLINIC HOUGANG AVE 8","MC","69700811","530681","A","681","01","835","HOUGANG AVENUE 8","","CHAS","33827.09177047","39442.55542398","A24AA09E0EA35B21","20200902122251",103.8856916,1.3729783,"681 Hougang Avenue 8, #01-835, Singapore 530681"
"604","19M0003","ONECARE CLINIC PUNGGOL PLAZA","MC","69043511","820168","A","168","02","09A","PUNGGOL FIELD","PUNGGOL PLAZA","CHAS","36872.75608565","41793.33136435","F126EDA4440CF454","20200902122251",103.9130396,1.3941746,"168 Punggol Field, #02-09a, Singapore 820168"
"605","17M0273","ONECARE CLINIC TAMPINES MRT","MC","67853702","529538","B","20","01","27","TAMPINES CENTRAL 1","TAMPINES MRT STATION","CHAS","40444.97320258","37267.02626646","8CEA09B734426796","20200902122251",103.9449445,1.3535537,"20 Tampines Central 1, #01-27, Singapore 529538"
"606","9400960","ONELIFE FAMILY CLINIC","MD","67600782","680534","A","534","01","41","CHOA CHU KANG ST 51","","CDMP,CHAS","17969.98146638","41572.79901659","A995DDAF4E9A68D0","20200902122251",103.742761,1.3923646,"534 Choa Chu Kang St 51, #01-41, Singapore 680534"
